supplier,nr,fabric_name,category,width_cm,year,roll_price_eur,cut_price_eur,sell_roll_price_eur,sell_cut_price_eur,status
DATEKS,808/809,GILGAMESH ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,23.200000000000003,30.160000000000004,60.78400000000001,79.01920000000001,
DATEKS,808/809,GIRSU ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,18,23.408,47.160000000000004,61.32896000000001,
DATEKS,808/809,GUDEA ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,23.056,29.968000000000004,60.40672000000001,78.51616000000001,
DATEKS,808/809,JABBERWOCKY ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,28.176000000000002,36.624,73.82112000000001,95.95488000000002,
DATEKS,808/809,JACADI  /  RESURGENCE,fabrics,140 cm,2021,28.176000000000002,36.624,73.82112000000001,95.95488000000002,
DATEKS,808/809,JAXX  /  RESURGENCE,fabrics,140 cm,2021,28.176000000000002,36.624,73.82112000000001,95.95488000000002,
DATEKS,808/809,LATIN  /  RESURGENCE,fabrics,140 cm,2021,32.96,42.848000000000006,86.35520000000001,112.26176000000002,
DATEKS,808/809,LEXICON ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,23.92,31.104000000000003,62.67040000000001,81.49248000000001,
DATEKS,808/809,LIBERATE  /  RESURGENCE,fabrics,138 cm,2021,16.8,21.840000000000003,44.016000000000005,57.22080000000001,
DATEKS,808/809,LIGHTEN ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,18.400000000000002,23.92,48.208000000000006,62.67040000000001,
DATEKS,808/809,LIRO ╤ WIDE  /  RESURGENCE,fabrics,310 cm,2021,23.92,31.104000000000003,62.67040000000001,81.49248000000001,
DATEKS,808/809,LOCI DIM OUT ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,23.92,31.104000000000003,62.67040000000001,81.49248000000001,
DATEKS,808/809,LOLA  /  RESURGENCE,fabrics,139 cm,2021,28.176000000000002,36.624,73.82112000000001,95.95488000000002,
DATEKS,808/809,LUCIDITY ╤ WIDE  /  RESURGENCE,fabrics,300 cm,2021,19.12,24.864,50.09440000000001,65.14368,
DATEKS,808/809,OBAY  /  RESURGENCE,fabrics,138 cm,2021,20.72,26.944000000000003,54.2864,70.59328000000001,
DATEKS,808/809,ODETTE (ZB) ╤ WIDE  /  RESURGENCE,fabrics,298 cm,2021,14.32,18.624000000000002,37.5184,48.794880000000006,
DATEKS,808/809,OPHELIA (ZB) ╤ WIDE  /  RESURGENCE,fabrics,310 cm,2021,17.52,22.784000000000002,45.9024,59.69408000000001,
DATEKS,808/809,OPTIMA (ZB) ╤ WIDE  /  RESURGENCE,fabrics,310 cm,2021,17.52,22.784000000000002,45.9024,59.69408000000001,
DATEKS,808/809,ORACLE ╤ WIDE  /  RESURGENCE,fabrics,310 cm,2021,27.92,36.304,73.1504,95.11648000000001,
DATEKS,808/809,OSCILLATE (ZB) ╤ WIDE  /  RESURGENCE,fabrics,305 cm,2021,22,28.608,57.64,74.95296,
DATEKS,808/809,OSMIC  /  RESURGENCE,fabrics,138 cm,2021,20.72,26.944000000000003,54.2864,70.59328000000001,
DATEKS,808/809,OUZO  /  RESURGENCE,fabrics,138 cm,2021,20.72,26.944000000000003,54.2864,70.59328000000001,
DATEKS,808/809,OXIDANT ╤ WIDE  /  RESURGENCE,fabrics,310 cm,2021,26.336000000000002,34.23680000000001,69.00032,89.70041600000003,
DATEKS,808/809,REFINED  /  RESURGENCE,fabrics,138 cm,2021,21.232,27.6,55.62784,72.31200000000001,
DATEKS,808/809,REGISTER  /  RESURGENCE,fabrics,138 cm,2021,21.232,27.6,55.62784,72.31200000000001,
DATEKS,808/809,RIEN DIM OUT  /  RESURGENCE,fabrics,145 cm,2021,19.984,25.979200000000006,52.35808000000001,68.06550400000002,
DATEKS,880x,CAKE / SHEER DELIGHT,fabrics,295,2018,9.718080000000002,12.633504000000004,25.46136960000001,33.099780480000014,
DATEKS,880x,CANDY / SHEER DELIGHT,fabrics,298,2018,10.88832,14.154816,28.527398400000003,37.085617920000004,
DATEKS,880x,CASSATA / SHEER DELIGHT,fabrics,297,2018,9.819840000000001,12.765792000000003,25.727980800000005,33.44637504000001,
DATEKS,880x,CASTELLA / SHEER DELIGHT,fabrics,296,2018,6.902720000000001,8.973536000000001,18.085126400000004,23.510664320000004,
DATEKS,905X,ORFEO FR,fabrics,150,2024,9.9,23.680000000000003,25.938000000000002,62.04160000000001,
DATEKS,915x,EVENTIDE (NIGHTHAWK),fabrics,,2018,16.988832,22.0854816,44.51073984,57.863961792000005,
DATEKS,915x,GLOAM (NIGHTHAWK),fabrics,,2018,16.988832,22.0854816,44.51073984,57.863961792000005,
DATEKS,915x,NIGHTLIFE (NIGHTHAWK),fabrics,,2018,16.179840000000002,21.033792000000005,42.39118080000001,55.108535040000014,
DATEKS,915x,NIGHTLONG (NIGHTHAWK),fabrics,,2018,15.730400000000001,20.449520000000003,41.213648000000006,53.57774240000001,
DATEKS,915x,NIGHTSHADE (NIGHTHAWK),fabrics,,2018,16.809056,21.851772800000006,44.039726720000004,57.25164473600002,
DATEKS,915x,NOCTURNAL (NIGHTHAWK),fabrics,,2018,17.258496000000004,22.436044800000005,45.21725952000001,58.78243737600001,
DATEKS,921x,DOZING / SWEET DREAMS,fabrics,150,2018,10.16,13.207999999999998,26.619200000000003,34.60496,
DATEKS,921x,DREAMING / SWEET DREAMS,fabrics,150,2018,15.280960000000002,19.865248000000005,40.036115200000005,52.04694976000001,
DATEKS,921x,NESTING / SWEET DREAMS,fabrics,150,2018,14.112416,18.3461408,36.97452992,48.066888896,
DATEKS,921x,NOCTURNIA / SWEET DREAMS,fabrics,150,2018,12.494432000000003,16.242761600000005,32.73541184000001,42.55603539200001,
DATEKS,921x,RESTING / SWEET DREAMS,fabrics,150,2018,11.76,15.288,30.8112,40.05456,
DATEKS,921x,SLEEPING / SWEET DREAMS,fabrics,150,2018,16.089952000000004,20.916937600000004,42.15567424000001,54.802376512000016,
DATEKS,927x,APOLLO (LIFT OFF),fabrics,140,2018,9.520000000000001,12.376000000000001,24.942400000000003,32.42512000000001,
DATEKS,927x,FALCON (LIFT OFF),fabrics,140,2018,11.792000000000002,15.329600000000003,30.895040000000005,40.16355200000001,
DATEKS,934x,SOLARFLEX F.R.,fabrics,145,2020,14.717324999999999,17.314499999999995,38.5593915,45.36398999999999,
DATEKS,FRYE,ABC PVC                 PINK                  ,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,ABERDEEN FR                 22 COLOURWAYS,fabrics,147cms,2023,26.544,29.988000000000007,69.54528,78.56856000000002,
DATEKS,FRYE,ABIGAIL                1 COLOURWAY,fabrics,150cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,ACACIA               5 COLOURWAYS,fabrics,140cms,2023,20.496000000000002,27.468000000000007,53.69952000000001,71.96616000000002,
DATEKS,FRYE,ADLER                 5 COLOURWAYS,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,AEGEAN                                        1 COLOURWAY,fabrics,140cms,2023,48.888000000000005,59.220000000000006,128.08656000000002,155.15640000000002,
DATEKS,FRYE,AYLESBURY          3 COLOURWAYS,fabrics,137cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,AYLESBURY PVC  1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,ALBANY              9 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,ALBERO                4 COLOURWAYS,fabrics,140cms,2023,16.464000000000002,20.412000000000003,43.13568000000001,53.47944000000001,
DATEKS,FRYE,ALCHEMY           34 COLOURWAYS,fabrics,140cms,2023,17.724,20.412000000000003,46.43688,53.47944000000001,
DATEKS,FRYE,ALDERNEY FR                                       5 COLOURWAYS,fabrics,140cms,2023,20.160000000000004,32.172,52.81920000000001,84.29064,
DATEKS,FRYE,ALHAMBRA PVC   COLOURWAY PINK,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,ALICIA                                                       7 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,ALPHABET PVC                      1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,ALZETTE               8 COLOURWAYS,fabrics,137cms,2023,14.952000000000002,18.396,39.174240000000005,48.197520000000004,
DATEKS,FRYE,AMALFI                 8 COLOURWAYS,fabrics,137cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,AMARANTE PVC   2 COLOURWAYS,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,AMELIA                                                         LINEN ONLY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,AMORE                                     5 COLOURWAYS,fabrics,140cms,2023,19.404000000000003,24.360000000000003,50.83848000000001,63.82320000000001,
DATEKS,FRYE,ANCONA             3 COLOURWAYS,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,ANDALUSIA         5 COLOURWAYS,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,ANGELICA            5 COLOURWAYS,fabrics,140cms,2023,20.496000000000002,27.468000000000007,53.69952000000001,71.96616000000002,
DATEKS,FRYE,ANNABELLE                CREAM ONLY,fabrics,150cms,2023,9.324,9.828000000000001,24.42888,25.749360000000003,
DATEKS,FRYE,ANNIKA                4 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,ANTIBES               1 COLOURWAY,fabrics,140cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,APPLE BLOSSOM  1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,APPLE BLOSSOM PVC                    1 COLOURWAY,fabrics,132cms,2023,20.160000000000004,22.680000000000003,52.81920000000001,59.42160000000001,
DATEKS,FRYE,APPLEDORE           7 COLOURWAYS,fabrics,140cms,2023,37.716,38.304,98.81592,100.35648,
DATEKS,FRYE,AREZZO             6 COLOURWAYS,fabrics,140cms,2023,25.116,29.064000000000007,65.80392,76.14768000000002,
DATEKS,FRYE,ARIA                    28 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.396,39.174240000000005,48.197520000000004,
DATEKS,FRYE,ARLEY STRIPE         6 COLOURWAYS      ,fabrics,140cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,ARLINGTON            5 COLOURWAYS,fabrics,140cms,2023,37.716,40.236000000000004,98.81592,105.41832000000001,
DATEKS,FRYE,ARRAN FR           13 COLOURWAYS,fabrics,140cms,2023,20.160000000000004,32.172,52.81920000000001,84.29064,
DATEKS,FRYE,ARVIKA               3 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,ASCOT                                  16 COLOURWAYS,fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,ASCOT STRIPE                 16 COLOURWAYS,fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,ASHLEY                      6 COLOURWAYS,fabrics,140cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,ASSISI                5 COLOURWAYS,fabrics,140cms,2023,34.776,36.372,91.11312000000001,95.29464,
DATEKS,FRYE,ATHENA              8 COLOURWAYS       ,fabrics,137cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,AUDLEY               5 COLOURWAYS,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,AVALON                                           5 COLOURWAYS,fabrics,140cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,AVOCADO  PVC         1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,AVON                                                                 3 COLOURWAYS,fabrics,140cms,2023,25.872000000000003,27.552,67.78464000000001,72.18624,
DATEKS,FRYE,AZTEC                 2 COLOURWAYS,fabrics,140cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,BABYLON             11 COLOURWAYS,fabrics,140cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,"BAY STRIPE                        HARBOUR BLUE, PAMPAS",fabrics,140cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,BALMORAL                          34 COLOURWAYS,fabrics,140cms,2023,28.728000000000005,32.928000000000004,75.26736000000001,86.27136000000002,
DATEKS,FRYE,BALTIC FR            20 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,BAMBURGH                                                      16 COLOURWAYS,fabrics,140cms,2023,28.728000000000005,32.928000000000004,75.26736000000001,86.27136000000002,
DATEKS,FRYE,BANTAM              1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BANTAM PVC      1 COLOURWAY,fabrics,132cms,2023,20.160000000000004,0,52.81920000000001,0.0,
DATEKS,FRYE,BARI                                       APPLE ONLY,fabrics,155cms,2023,17.808000000000003,22.680000000000003,46.65696000000001,59.42160000000001,
DATEKS,FRYE,BAROQUE                                        CHARCOAL,fabrics,140cms,2023,39.396,38.892,103.21752000000001,101.89704000000002,
DATEKS,FRYE,BEACH HUTS                                    2 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BEACH HUTS PVC    2 COLOURWAYS                              ,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,BEACHCOMBER                    8 COLOURWAYS,fabrics,140cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,BEATRIX                   5 COLOURWAYS,fabrics,137cms,2023,29.148000000000003,34.18800000000001,76.36776000000002,89.57256000000002,
DATEKS,FRYE,BEES                  3 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BEES  PVC                2 COLOURWAYS,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,BELVEDERE          11 COLOURWAYS,fabrics,140cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,BELVOIR               32 COLOURWAYS,fabrics,,2023,17.724,20.412000000000003,46.43688,53.47944000000001,
DATEKS,FRYE,BENGAL               1 COLOURWAY,fabrics,140cms,2023,34.776,36.372,91.11312000000001,95.29464,
DATEKS,FRYE,BERGEN                5 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BERRIDALE             15 COLOURWAYS,fabrics,140cms,2023,26.460000000000004,31.5,69.32520000000001,82.53,
DATEKS,FRYE,BIANCA                                4 COLOURWAYS,fabrics,150cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,BILBURY               3 COLOURWAYS,fabrics,137cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,BIRDS                   2 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BIRDS PVC                1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,BYRON                                   6 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,BLOSSOM                   OLIVE,fabrics,140cms,2023,29.148000000000003,34.18800000000001,76.36776000000002,89.57256000000002,
DATEKS,FRYE,BOARDWALK                             3 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BOHEMIA                                 5 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BORAS               6 COLOURWAYS,fabrics,140cms,2023,17.724,20.412000000000003,46.43688,53.47944000000001,
DATEKS,FRYE,BORDEAUX                 ,fabrics,140cms,2023,29.148000000000003,34.18800000000001,76.36776000000002,89.57256000000002,
DATEKS,FRYE,BOUTIQUE           1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BOUTIQUE PVC    1 COLOURWAY,fabrics,132cms,2023,20.160000000000004,22.680000000000003,52.81920000000001,59.42160000000001,
DATEKS,FRYE,BOXGROVE           3 COLOURWAYS,fabrics,137cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,BREEZE                                  9 COLOURWAYS,fabrics,140cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,BREEZE PVC           COLOURWAY  PAMPAS ,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,BRIGITTE                                    3 COLOURWAYS,fabrics,140cms,2023,31.5,37.212,82.53,97.49544000000002,
DATEKS,FRYE,BRYONY              4 COLOURWAYS,fabrics,150cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,BRODSWORTH       5 COLOURWAYS,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,BROMLEY STRIPE     6 COLOURWAYS,fabrics,140cms,2023,32.004000000000005,34.18800000000001,83.85048000000002,89.57256000000002,
DATEKS,FRYE,BRONTE                                     8 COLOURWAYS,fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,BROOKSTONE        5 COLOURWAYS        ,fabrics,140cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,BUNTING                                PINK,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,BUNTING PVC                   PINK                       ,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,BUTTERFLIES                             1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,CACTUS                           1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,CALICO FR            OATMEAL ONLY,fabrics,140cms,2023,20.160000000000004,32.172,52.81920000000001,84.29064,
DATEKS,FRYE,CAMDEN STRIPE         9 COLOURWAYS,fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,CAMERON                                                2 COLOURWAYS,fabrics,150cms,2023,26.544,32.172,69.54528,84.29064,
DATEKS,FRYE,CAMILLA                                       8 COLOURWAYS,fabrics,140cms,2023,29.82,36.624,78.1284,95.95488000000002,
DATEKS,FRYE,CAMPAGNA                               3 COLOURWAYS,fabrics,140cms,2023,19.404000000000003,24.360000000000003,50.83848000000001,63.82320000000001,
DATEKS,FRYE,"CANTERBURY                                     DOVE GREY, ",fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,CAPRI                 35 COLOURWAYS,fabrics,150cms,2023,14.952000000000002,20.412000000000003,39.174240000000005,53.47944000000001,
DATEKS,FRYE,CAPRI  RECYCLED               10 COLOURWAYS,fabrics,150cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,CARMEN                                       3 COLOURWAYS,fabrics,140cms,2023,22.428,29.988000000000007,58.76136,78.56856000000002,
DATEKS,FRYE,CARNABY             35 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.396,39.174240000000005,48.197520000000004,
DATEKS,FRYE,CARNEGIE                                       13 COLOURWAYS,fabrics,140cms,2023,28.728000000000005,32.928000000000004,75.26736000000001,86.27136000000002,
DATEKS,FRYE,CARRERA              27 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,CASSIA               2 COLOURWAYS,fabrics,150cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,CAVENDISH                3 COLOURWAYS,fabrics,140cms,2023,19.404000000000003,24.360000000000003,50.83848000000001,63.82320000000001,
DATEKS,FRYE,CHAMBORD          4 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,CHANTILLY              6 COLOURWAYS,fabrics,140cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,CHARLOTTE                5 COLOURWAYS,fabrics,145cms,2023,8.232000000000001,8.988,21.567840000000004,23.54856,
DATEKS,FRYE,CHARM FR          14 COLOURWAYS,fabrics,144cms,2023,22.428,30.828000000000003,58.76136,80.76936,
DATEKS,FRYE,CHARTERHOUSE    5 COLOURWAYS,fabrics,135cms,2023,37.716,40.236000000000004,98.81592,105.41832000000001,
DATEKS,FRYE,CHEVAL                2 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,CHIANTI                6 COLOURWAYS,fabrics,140cms,2023,25.116,30.912000000000003,65.80392,80.98944000000002,
DATEKS,FRYE,CHIC                    LINEN AND NATURAL,fabrics,140cms,2023,19.404000000000003,24.360000000000003,50.83848000000001,63.82320000000001,
DATEKS,FRYE,CLARENDON         7 COLOURWAYS,fabrics,140cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,CLIFTON LINING          1 COLOURWAY,fabrics,137cms,2023,5.460000000000001,0,14.305200000000003,0.0,
DATEKS,FRYE,CLOVELLY             1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,COASTAL STRIPE    BURNT ORANGE,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,COMO                 6 COLOURWAYS,fabrics,140cms,2023,16.464000000000002,20.412000000000003,43.13568000000001,53.47944000000001,
DATEKS,FRYE,CONSTANCE                               4 COLOURWAYS,fabrics,140cms,2023,19.404000000000003,24.360000000000003,50.83848000000001,63.82320000000001,
DATEKS,FRYE,COOL CATS                                    1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,CORA                   10 COLOURWAYS,fabrics,140cms,2023,17.724,20.412000000000003,46.43688,53.47944000000001,
DATEKS,FRYE,CORDELIA                 5 COLOURWAYS,fabrics,150cms,2023,23.520000000000003,27.384000000000004,61.62240000000001,71.74608,
DATEKS,FRYE,CORDOBA            6 COLOURWAYS,fabrics,140cms,2023,34.18800000000001,36.540000000000006,89.57256000000002,95.73480000000002,
DATEKS,FRYE,CORESHAM          3 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,CORSICA              28 COLOURWAYS,fabrics,,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,COSY FR            27 COLOURS,fabrics,140cms,2023,32.004000000000005,33.6,83.85048000000002,88.03200000000001,
DATEKS,FRYE,COTSWOLD                               21 COLOURWAYS,fabrics,140cms,2023,15.540000000000001,19.404000000000003,40.714800000000004,50.83848000000001,
DATEKS,FRYE,COUNTRY HEART PVC                                              1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,COVENT GARDEN        5 COLOURWAYS,fabrics,140cms,2023,16.464000000000002,20.412000000000003,43.13568000000001,53.47944000000001,
DATEKS,FRYE,CUBIC                          6 COLOURWAYS,fabrics,142cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,CUBIK                         8 COLOURWAYS,fabrics,137cms,2023,13.608000000000002,17.052000000000003,35.65296000000001,44.67624000000001,
DATEKS,FRYE,DAHL                                                      6 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,DAHLIA                3 COLOURWAYS,fabrics,150cms,2023,26.292,30.324,68.88504,79.44888,
DATEKS,FRYE,DALARNA                        4 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,DANTE                  5 COLOURWAYS,fabrics,140cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,DANTE FR            5 COLOURWAYS,fabrics,140cms,2023,32.004000000000005,33.6,83.85048000000002,88.03200000000001,
DATEKS,FRYE,DAPPER DOGS     2 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,DASH                  2 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,DASH PVC                                              1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,DEAUVILLE                                  NATURAL ONLY,fabrics,145cms,2023,23.520000000000003,27.636000000000003,61.62240000000001,72.40632000000001,
DATEKS,FRYE,DELTA                                          7 COLOURWAYS,fabrics,140cms,2023,16.968,20.916,44.456160000000004,54.79992,
DATEKS,FRYE,DERWENT               CIRRUS,fabrics,145cms,2023,20.160000000000004,27.636000000000003,52.81920000000001,72.40632000000001,
DATEKS,FRYE,DIAMANTE                            14 COLOURWAYS,fabrics,140cms,2023,19.488,22.596000000000004,51.05856,59.20152000000001,
DATEKS,FRYE,DIAMOND                      8 COLOURWAYS,fabrics,137cms,2023,13.608000000000002,17.052000000000003,35.65296000000001,44.67624000000001,
DATEKS,FRYE,DOLLY PVC                                              1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,DOVEDALE             5 COLOURWAYS,fabrics,137cms,2023,23.520000000000003,27.468000000000007,61.62240000000001,71.96616000000002,
DATEKS,FRYE,DRAGONFLY                                   LILAC ONLY,fabrics,140cms,2023,31.668000000000006,35.28,82.97016000000002,92.43360000000001,
DATEKS,FRYE,DRAGONFLY PVC                                              1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,DRAMA LLAMA                           1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,DRAMA LLAMA PVC                                              1 COLOURWAY,fabrics,132cms,2023,17.556,19.236,45.99672,50.398320000000005,
DATEKS,FRYE,DREAMY FR               23 COLOURWAYS,fabrics,140cms,2023,34.776,36.372,91.11312000000001,95.29464,
DATEKS,FRYE,EDEN                 1 COLOURWAY,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
DATEKS,FRYE,EDEN  PVC                          1 COLOURWAY,fabrics,132cms,2023,20.160000000000004,22.680000000000003,52.81920000000001,59.42160000000001,
DATEKS,FRYE,ELEMENTS             4 COLOURWAYS,fabrics,140cms,2023,17.724,22.428,46.43688,58.76136,
DATEKS,FRYE,ELENA                                             6 COLOURWAYS,fabrics,140cms,2023,33.012,34.18800000000001,86.49144000000001,89.57256000000002,
DATEKS,FRYE,ELEPHANT            2 COLOURWAYS,fabrics,140cms,2023,34.776,36.372,91.11312000000001,95.29464,
DATEKS,FRYE,ELYSIAN              18 COLOURWAYS,fabrics,137cms,2023,17.724,20.412000000000003,46.43688,53.47944000000001,
DATEKS,FRYE,ELSA                     4 COLOURWAYS,fabrics,140cms,2023,14.952000000000002,18.48,39.174240000000005,48.4176,
