supplier,nr,fabric_name,category,width_cm,year,roll_price_eur,cut_price_eur,sell_roll_price_eur,sell_cut_price_eur,status
DATEKS,1,STATUS,fabrics,295,2018,24.400000000000002,31.72,63.92800000000001,83.1064,išpardavimas
DATEKS,2,TITLE,fabrics,300,2018,19.52,25.376,51.1424,66.48512000000001,
DATEKS,3,RUBRIC,fabrics,300,2018,17.936000000000003,23.316800000000004,46.992320000000014,61.09001600000001,turime paletes
DATEKS,4,NOBLESSE,fabrics,291,2018,21.28,27.664000000000005,55.753600000000006,72.47968000000002,
DATEKS,5,CAPTION,fabrics,300,2018,17.936000000000003,23.316800000000004,46.992320000000014,61.09001600000001,
DATEKS,6,GLAMOUR,fabrics,305,2018,18.576,24.1488,48.66912000000001,63.269856000000004,
DATEKS,7,329189 SHEEP,fabrics,280,2018,15.808000000000002,19.808000000000003,41.41696,51.896960000000014,
DATEKS,8,INTO,fabrics,300,2024,16.8,21.36,44.016000000000005,55.9632,
DATEKS,9,JUPITER,fabrics,300,2020,12.272,15.953600000000002,32.152640000000005,41.798432000000005,
DATEKS,10,329200 HERRINGBONE (PIRKTI Į AUKŠTĮ),fabrics,280,2018,18.4295,23.079500000000003,48.28529,60.46829000000001,
DATEKS,11,MINGO / KNYGA BLANQUETTE,fabrics,305,2019,24.064,31.2832,63.04768,81.961984,
DATEKS,12,DRYLAND / KNYGA BLANQUETTE,fabrics,305,2019,27.568,35.8384,72.22816,93.896608,
DATEKS,14,DRAWSTRING / KNYGA BLANQUETTE,fabrics,300,2019,18.784000000000002,24.419200000000004,49.21408000000001,63.97830400000001,
DATEKS,15,BAVARIA / KNYGA BLANQUETTE,fabrics,304,2019,24.464,31.8032,64.09568,83.32438400000001,
DATEKS,16,QUICHE / KNYGA BLANQUETTE,fabrics,309,2019,16.512,21.465600000000002,43.26144,56.239872000000005,
DATEKS,17,329207 AGRA,fabrics,300,2020,32.016000000000005,36.816,83.88192000000002,96.45792000000002,
DATEKS,19,BELLA,fabrics,300,2024,16.8,21.36,44.016000000000005,55.9632,
DATEKS,20,NUOVA,fabrics,300,2019,24.589090909090906,27.048,64.42341818181818,70.86576,
DATEKS,23,GRACE,fabrics,300,2019,10.83,14.832,28.3746,38.859840000000005,
DATEKS,25,NIDA (KAIP SWEDEN,fabrics,300,2021,9.69,11.9,25.3878,31.178,
DATEKS,26,SWEDEN,fabrics,300,2019,9.84,13.536000000000001,25.7808,35.46432000000001,
DATEKS,27,OKYANUS,fabrics,300 DEPO,2021,7.2,8.288,18.864,21.714560000000002,
DATEKS,29,MADRAS,fabrics,300 DEPO,2019,6.75,7.97,17.685000000000002,20.8814,
DATEKS,31,MARYLAND (TEFLON),fabrics,280,2018,19.320000000000004,23.184000000000005,50.618400000000015,60.742080000000016,
DATEKS,32,ORIA SATEN,fabrics,300,2018,21.292727272727273,23.422,55.78694545454546,61.365640000000006,
DATEKS,33,SUNNY ASTAR,fabrics,290,2019,11.76,12.936,30.8112,33.89232,
DATEKS,35,DOUBLURE,fabrics,300,2019,6.14,7.97,16.0868,20.8814,
DATEKS,38,YUMOS,fabrics,305,2019,12.96,17.14,33.955200000000005,44.906800000000004,
DATEKS,39,TIMOR (TEFLON),fabrics,280,2018,16.72,19.776,43.8064,51.813120000000005,
DATEKS,40,340065 ELEGANCE,fabrics,140,2018,10.464,14.463999999999999,27.415680000000002,37.89568,
DATEKS,41,340066 TENDER*,fabrics,145,2018,11.856000000000002,15.840000000000002,31.062720000000006,41.500800000000005,
DATEKS,42,ABBY,fabrics,300,2019,6.75,8.24,17.685000000000002,21.588800000000003,
DATEKS,43,DT8198,fabrics,300,2018,5,6,13.100000000000001,15.72,
DATEKS,44,DT7653,fabrics,300 DEPO,2018,10.43,12.51,27.3266,32.7762,
DATEKS,45,ALINDA KETEN,fabrics,290,2018,7.75090909090909,8.526,20.307381818181817,22.33812,
DATEKS,46,SUNA,fabrics,300 DEPO,2018,6.65,7.98,17.423000000000002,20.907600000000002,
DATEKS,47,VILNUS - VIVA -2133,fabrics,295 DEPO,2018,4.949999999999999,5.939999999999999,12.969,15.562799999999998,
DATEKS,48,TINA ,fabrics,300 DEPO,2018,3.75,4.5,9.825000000000001,11.790000000000001,
DATEKS,50,DT7392,fabrics,300 DEPO,2018,7.18,8.61,18.8116,22.5582,
DATEKS,51,DT3822,fabrics,300 DEPO,2018,9.43,11.31,24.7066,29.6322,
DATEKS,52,VUAL  FT101  TERGAL    ,fabrics,320 DEPO,2018,2.95,3.55,7.729000000000001,9.301,
DATEKS,53,SEDA,fabrics,300 DEPO,2018,5.98,7.18,15.667600000000002,18.8116,
DATEKS,54,DT16705,fabrics,300 DEPO,2018,8.78,10.53,23.0036,27.5886,
DATEKS,56,VESTA  DIMOUT,fabrics,302,2018,13.52,17.576,35.4224,46.04912,
DATEKS,59,40010,fabrics,300,2022,2,4,5.24,10.48,
DATEKS,60,"30990 - DIRBA, KOL YRA LIKUČIAI",fabrics,320,2021,3.7,4.43,9.694,11.6066,
DATEKS,62,69218,fabrics,310,2021,17.12,18.72,44.854400000000005,49.0464,
DATEKS,63,69211  -  13865,fabrics,300,2021,23.200000000000003,24.8,60.78400000000001,64.976,
DATEKS,64,65553,fabrics,320 DEPO,2020,10.8,11.9,28.296000000000003,31.178,
DATEKS,65,N QUINN,fabrics,335,2021,4.800000000000001,5.5200000000000005,12.576000000000002,14.462400000000002,
DATEKS,66,MAYA,fabrics,340?,2021,4.800000000000001,5.5200000000000005,12.576000000000002,14.462400000000002,
DATEKS,67,DAISY,fabrics,340,2021,5.120000000000001,5.888000000000001,13.414400000000002,15.426560000000002,
DATEKS,68,17370,fabrics,320,2021,5.31,6.08,13.9122,15.9296,
DATEKS,69,ALMIRA,fabrics,290,2021,8.32,9.568000000000001,21.7984,25.068160000000006,
DATEKS,70,ALICE,fabrics,340?,2021,7.040000000000001,8.096000000000002,18.444800000000004,21.211520000000007,
DATEKS,71,65392,fabrics,300,2021,12.165999999999999,13.089999999999998,31.874919999999996,34.2958,
DATEKS,72,13330,fabrics,315 DEPO,2021,4.619999999999999,5.543999999999999,12.104399999999998,14.525279999999997,
DATEKS,73,65551,fabrics,320,2021,11.396,12.627999999999998,29.857520000000005,33.085359999999994,
DATEKS,74,30980 - IŠPARDAVIMAS,fabrics,315,2021,5.29,6.35,13.8598,16.637,
DATEKS,76,20910,fabrics,300 DEPO,2021,4.619999999999999,5.543999999999999,12.104399999999998,14.525279999999997,
DATEKS,78,16680 - IŠPARDAVIMAS,fabrics,320,2021,3.94,4.72,10.3228,12.3664,
DATEKS,79,20760,fabrics,320 DEPO,2021,5.775,6.930000000000001,15.130500000000001,18.1566,
DATEKS,80,30170  EGLUTE,fabrics,300 DEPO,2021,6.622,7.9464,17.34964,20.819568,
DATEKS,81,2100,fabrics,300 DEPO,2021,3.7199999999999998,4.455,9.7464,11.6721,
DATEKS,82,2101,fabrics,300/340 DEPO,2021,"2,97/3,63","3,57/4,35",,11.397,
DATEKS,85,2104 - IŠPARDAVIMAS,fabrics,300 DEPO,2021,4.43,5.32,11.6066,13.938400000000001,
DATEKS,87,2106,fabrics,300 DEPO,2021,3.96,4.755,10.3752,12.4581,
DATEKS,88,40960,fabrics,290,2021,4.55,5.46,11.921,14.305200000000001,
DATEKS,89,30050,fabrics,295,2021,3.82,4.58,10.0084,11.999600000000001,
DATEKS,90,2112,fabrics,300/340 DEPO,2021,"2,97/3,63","3,57/4,35",,11.397,
DATEKS,91,2113,fabrics,300 DEPO,2021,4.125,4.949999999999999,10.807500000000001,12.969,
DATEKS,92,2114 - IŠPARDAVIMAS,fabrics,320,2021,5.85,7.02,15.327,18.3924,
DATEKS,93,2110 - IŠPARDAVIMAS,fabrics,290 DEPO,2021,2.77,3.32,7.2574000000000005,8.6984,
DATEKS,94,HASIR DIMOUT,fabrics,300 DEPO,2021,14.69,20.16,38.4878,52.8192,
DATEKS,95,NOTTE,fabrics,280,2021,12.12,15.552000000000001,31.7544,40.74624000000001,
DATEKS,97,SUPPO,fabrics,320,2022,6.84,8.78,17.9208,23.0036,
DATEKS,98,65825,fabrics,320,2023,15.52,17.12,40.6624,44.854400000000005,
DATEKS,100,MIRAGE      ,fabrics,295,2023,24.436363636363637,26.880000000000003,64.02327272727273,70.4256,
DATEKS,101, ADVANCE,fabrics,142,2020,17.84,23.192000000000004,46.7408,60.76304000000001,
DATEKS,102, AHEAD,fabrics,142,2020,17.84,23.192000000000004,46.7408,60.76304000000001,
DATEKS,103,ANFI,fabrics,300,2020,5.6,6.16,14.671999999999999,16.139200000000002,
DATEKS,104,ALANYA,fabrics,300,2018,6.299999999999999,6.93,16.505999999999997,18.1566,
DATEKS,105,DT8572,fabrics,300 DEPO,2018,10.22,12.26,26.776400000000002,32.1212,
DATEKS,107,N1165 ,fabrics,295 DEPO,2018,5.28,6.112,13.8336,16.01344,
DATEKS,108,41421,fabrics,310,2022,7.840000000000001,9.120000000000001,20.540800000000004,23.894400000000005,
DATEKS,109,41400,fabrics,305,2022,4.800000000000001,5.920000000000001,12.576000000000002,15.510400000000002,
DATEKS,111,NAPOLITAN,fabrics,320,2018,18.995454545454542,20.895,49.7680909090909,54.7449,
DATEKS,112,329193 KNEE,fabrics,280,2018,16.416,20.400000000000002,43.00992,53.44800000000001,
DATEKS,113,329194 RIB,fabrics,280,2018,14.64,18.400000000000002,38.3568,48.208000000000006,
DATEKS,114,JUNO DIMOUT,fabrics,302,2018,21.28,27.664000000000005,55.753600000000006,72.47968000000002,
DATEKS,115,ERIS DIMOUT,fabrics,302,2018,21.28,27.664000000000005,55.753600000000006,72.47968000000002,
DATEKS,116,ANTARES DIMOUT,fabrics,302,2018,21.28,27.664000000000005,55.753600000000006,72.47968000000002,
DATEKS,117,PERM DIMOUT/ NOVA BL.,fabrics,280,2019,16.48,19.36,43.177600000000005,50.7232,
DATEKS,118,69271,fabrics,300,2024,12.48,14.080000000000002,32.6976,36.88960000000001,
DATEKS,119,41397,fabrics,310,2022,5.1,6.32,13.362,16.558400000000002,
DATEKS,120,PETRA DIMOUT,fabrics,315,2020,15.3,17.9,40.086000000000006,46.897999999999996,
DATEKS,121,69272,fabrics,300,2024,12.48,14.080000000000002,32.6976,36.88960000000001,
DATEKS,122,OVERNIGHT QUIET STARGAZER SUBSOLAR / NIGHT OWL,fabrics,150,2019,12.272,15.953600000000002,32.152640000000005,41.798432000000005,
DATEKS,123,65390,fabrics,320,2021,11.549999999999999,12.782,30.261,33.48884,
DATEKS,124,69231,fabrics,310,2024,20.480000000000004,22.560000000000002,53.65760000000001,59.107200000000006,
DATEKS,128,F-DELUX VUAL,fabrics,300,2021,7.5,9,19.650000000000002,23.580000000000002,
DATEKS,129,69225,fabrics,310,2021,17.401999999999997,18.325999999999997,45.593239999999994,48.01411999999999,
DATEKS,130,69221,fabrics,310,2021,17.401999999999997,18.325999999999997,45.593239999999994,48.01411999999999,
DATEKS,133,69223,fabrics,310,2021,17.401999999999997,18.325999999999997,45.593239999999994,48.01411999999999,
DATEKS,134,69212,fabrics,300,2021,22.33,23.87,58.504599999999996,62.53940000000001,
DATEKS,135,69217,fabrics,300,2021,22.33,23.87,58.504599999999996,62.53940000000001,
DATEKS,136,69214,fabrics,300,2021,22.33,23.87,58.504599999999996,62.53940000000001,
DATEKS,137,69216,fabrics,300,2021,22.33,23.87,58.504599999999996,62.53940000000001,
DATEKS,139,HELEN,fabrics,280,2021,13.680000000000001,17.568,35.84160000000001,46.02816000000001,
DATEKS,140,ZIRH,fabrics,290,2021,7.2,8.288,18.864,21.714560000000002,
DATEKS,141,41390,fabrics,310,2022,4.65,5.6000000000000005,12.183000000000002,14.672000000000002,
DATEKS,142,41405,fabrics,310,2022,5.120000000000001,5.920000000000001,13.414400000000002,15.510400000000002,
DATEKS,143,41423,fabrics,310,2022,6.1499999999999995,7.2,16.113,18.864,
DATEKS,144,41425,fabrics,300,2022,5.699999999999999,6.720000000000001,14.934,17.6064,
DATEKS,145,FON DANIELA,fabrics,320,2021,10.4,11.968000000000002,27.248,31.356160000000006,
DATEKS,146,FON JULIA,fabrics,320,2021,11.4,13.9,29.868000000000002,36.418,
DATEKS,148,41395,fabrics,305,2022,4.050000000000001,4.960000000000001,10.611000000000002,12.995200000000002,
DATEKS,149,28880,fabrics,300,2022,2,4,5.24,10.48,
DATEKS,150,2200,fabrics,300 DEPO,2022,4.949999999999999,5.9399999999999995,12.969,15.5628,
DATEKS,151,2201,fabrics,315/340 DEPO,2022,"6,6/7,26","7,92/8,72",,22.846400000000003,
DATEKS,152,2205,fabrics,310 DEPO,2022,6.6000000000000005,7.92,17.292,20.7504,
DATEKS,154,2204,fabrics,300,2022,4.29,5.1450000000000005,11.2398,13.479900000000002,
DATEKS,155,2206,fabrics,300,2022,4.949999999999999,5.9399999999999995,12.969,15.5628,
DATEKS,156,2209,fabrics,300,2022,6.4350000000000005,7.7250000000000005,16.859700000000004,20.239500000000003,
DATEKS,157,2215,fabrics,300,2022,4.4,5.28,11.528000000000002,13.8336,
DATEKS,158,2203,fabrics,310,2022,8.504999999999999,10.2,22.283099999999997,26.724,
DATEKS,160,2208,fabrics,315 DEPO,2022,5.61,6.735,14.698200000000002,17.6457,
DATEKS,161,41478,fabrics,310,2023,5.120000000000001,5.920000000000001,13.414400000000002,15.510400000000002,
DATEKS,162,41479,fabrics,340,2023,7.392,9.152,19.367040000000003,23.97824,
DATEKS,163,41480,fabrics,340,2023,7.392,9.152,19.367040000000003,23.97824,
DATEKS,164,SMOOTY,fabrics,320,2023,7.920000000000001,9.504000000000001,20.750400000000003,24.900480000000005,
DATEKS,165,EWA 2220,fabrics,330,2023,15.200000000000001,16.95,39.824000000000005,44.409,
DATEKS,166,GOSS 2218,fabrics,330,2023,14.880000000000003,16.64,38.985600000000005,43.5968,
DATEKS,167,POND 2216,fabrics,330,2023,13.440000000000001,14.95,35.2128,39.169,
DATEKS,168,ADEL 2222,fabrics,300,2023,8.32,9.984,21.7984,26.15808,
DATEKS,169,COSA 2219,fabrics,300,2023,10.240000000000002,11.95,26.828800000000005,31.309,
DATEKS,170,VALLEY 2221,fabrics,335,2023,10.88,12.95,28.505600000000005,33.929,
DATEKS,171,WEST 2225,fabrics,320,2023,11.200000000000001,13.440000000000001,29.344000000000005,35.2128,
DATEKS,173,WAY 2217,fabrics,315,2023,8.16,9.920000000000002,21.3792,25.990400000000005,
DATEKS,174,DIAGONEL,fabrics,320,2023,6.16,7.392,16.139200000000002,19.367040000000003,
DATEKS,175,TUSCON,fabrics,320,2024,5.936,7.632,15.55232,19.99584,
DATEKS,179,APOLLO,fabrics,320,2024,7.456,9.648000000000001,19.53472,25.277760000000004,
DATEKS,180,TRINITY,fabrics,320,2024,5.776,7.4879999999999995,15.13312,19.61856,
DATEKS,181,PERLA,fabrics,310,2024,8.512,10.944,22.301440000000003,28.673280000000002,
DATEKS,182,41507,fabrics,320,2024,4.64,4.32,12.1568,11.3184,
DATEKS,183,41509,fabrics,305,2024,5.36,4.960000000000001,14.0432,12.995200000000002,
DATEKS,184,41903,fabrics,305,2024,4.32,4.800000000000001,11.3184,12.576000000000002,
DATEKS,185,41902,fabrics,305,2024,6.56,7.6000000000000005,17.1872,19.912000000000003,
DATEKS,186,LACE,fabrics,320,2024,6.08,0,15.9296,0.0,
DATEKS,187,LINA,fabrics,320,2024,8.4,0,22.008000000000003,0.0,
DATEKS,188,ECHO,fabrics,320,2024,6.88,0,18.0256,0.0,
DATEKS,189,ETOILE,fabrics,320,2024,8,0,20.96,0.0,
DATEKS,190,LEONA,fabrics,320,2024,6.4,0,16.768,0.0,
DATEKS,191,NYLA,fabrics,320,2024,9.200000000000001,0,24.104000000000003,0.0,
DATEKS,192,TINA-HB,fabrics,300,2024,4,0,10.48,0.0,
DATEKS,193,BAMBOO,fabrics,300,2024,4,0,10.48,0.0,
DATEKS,194,LENIX,fabrics,300,2024,4.800000000000001,0,12.576000000000002,0.0,
DATEKS,200,65563,fabrics,320,2022,15.840000000000002,18.240000000000002,41.500800000000005,47.78880000000001,
DATEKS,201,65565,fabrics,320,2022,15.840000000000002,18.240000000000002,41.500800000000005,47.78880000000001,
DATEKS,202,65579,fabrics,320,2022,15.200000000000001,17.44,39.824000000000005,45.692800000000005,
DATEKS,203,65560,fabrics,310,2022,19.04,21.92,49.8848,57.430400000000006,
DATEKS,204,SUMATRA,fabrics,298,2023,21.088,27.4144,55.25056000000001,71.825728,
DATEKS,205,69270,fabrics,320,2023,12.8,14.719999999999999,33.536,38.5664,
DATEKS,206,41485,fabrics,335,2023,9.76,11.040000000000001,25.5712,28.924800000000005,
DATEKS,209,MILOS 2224,fabrics,335,2023,17.6,19.52,46.11200000000001,51.1424,
DATEKS,210,META DIMOUT 2214,fabrics,300,2023,16.48,19.36,43.177600000000005,50.7232,
DATEKS,211,FON ALBERT,fabrics,320,2023,10.72,12.336,28.0864,32.32032,
DATEKS,212,WINTERWEAVE,fabrics,302,2023,22.32,29.016,58.4784,76.02192,
DATEKS,213,VITAL,fabrics,305,2023,19.12,24.856,50.09440000000001,65.12272,
DATEKS,214,ZIP,fabrics,305,2023,25.52,33.176,66.86240000000001,86.92112,
DATEKS,215,ICONIC,fabrics,305,2023,23.92,31.096,62.67040000000001,81.47152,
DATEKS,216,MIRO,fabrics,300,2023,23.92,31.096,62.67040000000001,81.47152,
DATEKS,217,ALBANI,fabrics,310,2023,13.76,18.72,36.0512,49.0464,
DATEKS,218,BILLION,fabrics,300,2023,25.52,33.176,66.86240000000001,86.92112,
DATEKS,219,MOENA 2223,fabrics,310,2023,12,13.600000000000001,31.44,35.632000000000005,
DATEKS,220,REX,fabrics,300,2023,8.51,10.94,22.2962,28.6628,
DATEKS,221,SONIL BLACKOUT,fabrics,320,2023,16.96,19.9,44.4352,52.138,
DATEKS,222,LARA,fabrics,300,2023,32.58181818181818,35.839999999999996,85.36436363636363,93.90079999999999,
DATEKS,223,MINERVA,fabrics,280,2024,19.040000000000003,22.848,49.884800000000006,59.86176,
DATEKS,224,GEMA,fabrics,295,2024,30.688000000000002,36.8256,80.40256000000001,96.483072,
DATEKS,225,329357 SPECTRUM,fabrics,300,2024,12.8,17.6,33.536,46.11200000000001,
DATEKS,225,OLAYA,fabrics,305,2024,30.944000000000003,37.132799999999996,81.07328000000001,97.28793599999999,
DATEKS,226,329355 CRUST,fabrics,310,2024,27.12,31.92,71.0544,83.63040000000001,
DATEKS,227,329353 DESERT,fabrics,300,2024,19.200000000000003,24,50.30400000000001,62.88,
DATEKS,227,OMAN YEMEN,fabrics,280,2024,24.128,28.9536,63.215360000000004,75.85843200000001,
DATEKS,228,829029 TOPAZ FR DIMOUT,fabrics,320,2024,28.72,33.52,75.2464,87.82240000000002,
DATEKS,228,CASANOVA,fabrics,280,2024,25.216,30.2592,66.06592,79.279104,
DATEKS,229,329354 GEM,fabrics,320,2024,27.12,31.92,71.0544,83.63040000000001,
DATEKS,229,AFRICA,fabrics,280,2024,31.84,38.208,83.4208,100.10496,
DATEKS,230,VALENTINA,fabrics,300,2024,18.112000000000002,21.7344,47.45344000000001,56.944128000000006,
DATEKS,231,CORDIAL,fabrics,140,2024,26.400000000000002,34.32,69.168,89.9184,
DATEKS,232,329361 TRACE,fabrics,305,2024,23.200000000000003,28,60.78400000000001,73.36,
DATEKS,233,329356 BAYOU,fabrics,320,2024,19.12,23.92,50.09440000000001,62.67040000000001,
DATEKS,234,215331 TERRA,fabrics,310,2024,20.72,25.52,54.2864,66.86240000000001,
DATEKS,235,329360 ARCH,fabrics,305,2024,36,40.800000000000004,94.32000000000001,106.89600000000002,
DATEKS,236,NEVADA,fabrics,280,2024,16.64,19.968000000000004,43.5968,52.31616000000001,
DATEKS,237,CAROCHE FR,fabrics,300,2024,23.44,0,61.412800000000004,0.0,
DATEKS,238,CONDOR ,fabrics,300,2024,15.840000000000002,0,41.500800000000005,0.0,
DATEKS,239,MASTER MONTE,fabrics,300,2024,15.840000000000002,19.9,41.500800000000005,52.138,
DATEKS,240,JAPON JUNTO,fabrics,290,2024,15.200000000000001,19.28,39.824000000000005,50.513600000000004,
DATEKS,242,69232,fabrics,300,2024,23.840000000000003,26.24,62.46080000000001,68.7488,
DATEKS,243,69239,fabrics,310,2024,15.52,17.12,40.6624,44.854400000000005,
DATEKS,244,69237,fabrics,310,2024,15.52,17.12,40.6624,44.854400000000005,
DATEKS,245,69243,fabrics,310,2024,16.32,17.919999999999998,42.7584,46.950399999999995,
DATEKS,246,TEDDY,fabrics,300,2024,19.200000000000003,22.240000000000002,50.30400000000001,58.268800000000006,
DATEKS,247,DC-CRISPY,fabrics,295,2024,28.8,34.56,75.456,90.5472,
DATEKS,248,EVEREST RECYCLED,fabrics,300,2024,15.92,0,41.7104,0.0,
DATEKS,250,69235,fabrics,300,2024,15.680000000000001,17.28,41.08160000000001,45.2736,
DATEKS,251,TWEED 300,fabrics,300,2024,16.16,18.880000000000003,42.339200000000005,49.46560000000001,
DATEKS,252,69241,fabrics,310,2024,16.32,17.919999999999998,42.7584,46.950399999999995,
DATEKS,254,JUNTO ,fabrics,290,2024,15.200000000000001,19.28,39.824000000000005,50.513600000000004,
DATEKS,255,MONTE ,fabrics,300,2024,15.840000000000002,19.9,41.500800000000005,52.138,
DATEKS,256,DC582001,fabrics,280,2024,26,31.200000000000003,68.12,81.74400000000001,
DATEKS,257,DC-CRUSH,fabrics,295,2024,22.880000000000003,27.52,59.945600000000006,72.1024,
DATEKS,258,329364 ORION,fabrics,290,2024,13.600000000000001,18.400000000000002,35.632000000000005,48.208000000000006,
DATEKS,259,329367 JADA,fabrics,280,2024,16.8,21.6,44.016000000000005,56.592000000000006,
DATEKS,260,329363 OMBRA,fabrics,290,2024,18.400000000000002,23.200000000000003,48.208000000000006,60.78400000000001,
DATEKS,261,329362 OPAL,fabrics,295,2024,31.200000000000003,36,81.74400000000001,94.32000000000001,
DATEKS,262,215335 AMOS,fabrics,320,2024,13.600000000000001,18.400000000000002,35.632000000000005,48.208000000000006,
DATEKS,263,329365 WINSTON,fabrics,300,2024,29.6,34.4,77.552,90.128,
DATEKS,281,BUCKINGHAM,fabrics,295,2024,29.264,35.1168,76.67168,92.006016,
DATEKS,282,COTTONETO,fabrics,300,2024,29.264,35.1168,76.67168,92.006016,
DATEKS,283,FON ELITE,fabrics,300,2023,16.64,19.968,43.5968,52.31616,
DATEKS,284,349101 MARVEL,fabrics,300 ilg roll,2023,36.288000000000004,41.088,95.07456000000002,107.65056000000001,
DATEKS,285,329331 FEAST,fabrics,290,2023,27.584,32.384,72.27008000000001,84.84608,
DATEKS,286,329326 BURST,fabrics,300,2023,22.432000000000002,27.232,58.771840000000005,71.34784,
DATEKS,287,329204 JAIPUR,fabrics,300,2023,32.01664,36.81664,83.8835968,96.4595968,
DATEKS,288,329327 RISE,fabrics,290,2023,23.952,28.752,62.75424000000001,75.33024,
DATEKS,289,329343 HARMONY,fabrics,300,2023,24.880000000000003,29.680000000000003,65.18560000000001,77.76160000000002,
DATEKS,290,FON FUNY,fabrics,300,2023,8.8,10.56,23.056000000000004,27.6672,
DATEKS,291,329342 TORPOR,fabrics,300,2023,27.456000000000003,32.256,71.93472000000001,84.51072,
DATEKS,292,329333 SPARK,fabrics,280,2023,22.656000000000002,27.456000000000003,59.358720000000005,71.93472000000001,
DATEKS,296,TORAPER,fabrics,310,2022,19,19.9,49.78,52.138,
DATEKS,297,OPUS  FR,fabrics,305,2021,27.439999999999994,30.183999999999997,71.8928,79.08207999999999,
DATEKS,298,PANDORA,fabrics,300,2020,22.768,27.312,59.65216,71.55744,
DATEKS,300,FORMIDABLE / TOSCANA,fabrics,320,2020,14.92,17.9,39.0904,46.897999999999996,
DATEKS,301,HAVANA,fabrics,310,2023,11.248000000000001,13.9,29.469760000000004,36.418,
DATEKS,303,329303 BOWIE,fabrics,280,2020,16.096,20.896,42.17152,54.74752,
DATEKS,304,MOTION,fabrics,310,2018,25.184,32.739200000000004,65.98208000000001,85.77670400000001,
DATEKS,307,329201 AZTEK,fabrics,280,2018,19.632,24.432000000000002,51.435840000000006,64.01184,
DATEKS,309,CYCLONE,fabrics,300,2018,26.960000000000004,35.048,70.63520000000001,91.82576,
DATEKS,310,CENTER,fabrics,307,2018,23.540480000000002,30.602624000000006,61.67605760000001,80.17887488000002,
DATEKS,311,SABRE,fabrics,305,2020,16.896,21.964800000000004,44.267520000000005,57.54777600000001,
DATEKS,312,EMBRACE,fabrics,295,2023,33.013574999999996,38.8395,86.4955665,101.75949000000001,
DATEKS,313,329165 PLATO,fabrics,300,2018,24.624000000000002,28.624000000000002,64.51488,74.99488000000001,
DATEKS,314,ARRAGON,fabrics,293,2018,25.983999999999998,33.779199999999996,68.07808,88.501504,
DATEKS,315,329161 WINGS + LD,fabrics,280,2020,15.712000000000002,20.512,41.165440000000004,53.741440000000004,
DATEKS,318,REEK,fabrics,300,2018,21.744,28.267200000000003,56.969280000000005,74.06006400000001,
DATEKS,319,COCO,fabrics,310,2020,33.013574999999996,38.8395,86.4955665,101.75949000000001,
DATEKS,320,LOFT,fabrics,300,2020,20.518575,24.139499999999995,53.7586665,63.24548999999999,
DATEKS,321,LEMIDE,fabrics,300,2018,32.93090909090909,36.224000000000004,86.27898181818182,94.90688000000002,
DATEKS,322,329319  ARAMIS,fabrics,300,2022,14.944,19.744,39.15328,51.72928,
DATEKS,323,2212,fabrics,320,2022,13.6,14.4,35.632,37.728,
DATEKS,325,VRK1080,fabrics,310,2023,26.400000000000002,31.680000000000003,69.168,83.00160000000001,
DATEKS,326,ZONNE,fabrics,305,2020,28.551074999999997,33.589499999999994,74.8038165,88.00448999999999,
DATEKS,327,MATADOR,fabrics,300,2020,27.345454545454544,30.080000000000002,71.64509090909091,78.8096,
DATEKS,329,CANADA,fabrics,300,2020,26.927999999999997,32.192,70.55136,84.34304,
DATEKS,331,FON MIA,fabrics,300,2021,9.600000000000001,11.040000000000001,25.152000000000005,28.924800000000005,
DATEKS,333,65555,fabrics,320,2021,12.21,13.981,31.990200000000005,36.63022,
DATEKS,334,FON VARNA,fabrics,320,2020,9.9,11.88,25.938000000000002,31.125600000000002,
DATEKS,335,FON BURGAZ,fabrics,320?,2021,9.28,10.672,24.3136,27.96064,
DATEKS,336,65741,fabrics,300,2018,14.4,15.840000000000002,37.728,41.500800000000005,
DATEKS,337,OPIA,fabrics,305,2022,26.909090909090907,29.6,70.50181818181818,77.552,
DATEKS,338,JASMINE,fabrics,320,2021,11.408000000000001,14.688,29.888960000000004,38.48256000000001,
DATEKS,343,NORMANDY,fabrics,295,2023,24.088575,28.339499999999994,63.1120665,74.24948999999998,
DATEKS,345,SOUTH FACE,fabrics,140,2020,13.12,17.056,34.3744,44.68672,
DATEKS,348,329325 ARDOUR,fabrics,300,2023,28.672000000000004,33.472,75.12064000000001,87.69664,
DATEKS,349,JANAN LIGHT,fabrics,305,2022,31.281818181818178,34.41,81.95836363636363,90.15419999999999,
DATEKS,350,NAVARRA,fabrics,300,2022,29.776,38.708800000000004,78.01312,101.41705600000002,
DATEKS,351,COLE / LINER,fabrics,300,2019,4.4,5.7,11.528000000000002,14.934000000000001,
DATEKS,352,LUXE,fabrics,148,2020,12.752,16.5776,33.41024,43.433312,
DATEKS,353,329320  PORTOS,fabrics,300,2022,21.664,26.464,56.75968,69.33568,
DATEKS,354,329322  DUMAS,fabrics,280 ilgas roll,2022,19.504,24.304000000000002,51.100480000000005,63.676480000000005,
DATEKS,355,ATENAS,fabrics,280,2024,11.76,23.936000000000003,30.8112,62.71232000000001,
DATEKS,356,CREDO,fabrics,297,2021,29.905454545454543,32.896,78.35229090909091,86.18752,
DATEKS,357,ERICA / BLOOMING SEASON,fabrics,320,2022,36.18909090909091,39.808,94.81541818181819,104.29696,
